id,car_id,request_status,request_date
755,755,Готов к выдаче,2024-07-29
756,756,Ремонтируется,2024-08-14
757,757,Получен клиентом,2024-04-24
758,758,Ремонтируется,2024-08-23
759,759,В очереди,2024-09-06
760,760,Получен клиентом,2024-09-19
761,761,Готов к выдаче,2024-07-28
762,762,В очереди,2024-06-12
763,763,Получен клиентом,2024-07-14
764,764,Получен клиентом,2024-09-07
765,765,В очереди,2024-09-17
766,766,В очереди,2024-05-17
767,767,Готов к выдаче,2024-06-29
768,768,Готов к выдаче,2024-09-04
769,769,Ремонтируется,2024-08-17
770,770,В очереди,2024-04-26
771,771,Готов к выдаче,2024-09-07
772,772,Готов к выдаче,2024-08-29
773,773,Готов к выдаче,2024-05-27
774,774,Готов к выдаче,2024-06-17
775,775,Готов к выдаче,2024-06-17
776,776,Готов к выдаче,2024-07-16
777,777,Получен клиентом,2024-09-06
778,778,Готов к выдаче,2024-07-16
779,779,Готов к выдаче,2024-04-28
780,780,В очереди,2024-07-02
781,781,Ремонтируется,2024-09-07
782,782,В очереди,2024-05-15
783,783,В очереди,2024-06-28
784,784,В очереди,2024-06-18
785,785,Получен клиентом,2024-08-21
786,786,Получен клиентом,2024-08-24
787,787,В очереди,2024-07-12
788,788,В очереди,2024-04-29
789,789,В очереди,2024-09-10
790,790,Ремонтируется,2024-07-22
791,791,Ремонтируется,2024-09-14
792,792,Ремонтируется,2024-07-20
793,793,В очереди,2024-09-17
794,794,Получен клиентом,2024-07-25
795,795,Готов к выдаче,2024-05-17
796,796,Готов к выдаче,2024-06-27
797,797,Получен клиентом,2024-09-10
798,798,В очереди,2024-05-16
799,799,Получен клиентом,2024-07-27
800,800,В очереди,2024-08-24
801,801,Ремонтируется,2024-06-14
802,802,Готов к выдаче,2024-08-14
803,803,В очереди,2024-06-13
804,804,В очереди,2024-08-31
805,805,Ремонтируется,2024-04-29
806,806,Получен клиентом,2024-09-12
807,807,Ремонтируется,2024-09-15
808,808,В очереди,2024-05-31
809,809,В очереди,2024-07-09
810,810,В очереди,2024-08-22
811,811,Получен клиентом,2024-08-15
812,812,Готов к выдаче,2024-07-11
813,813,В очереди,2024-07-15
814,814,Ремонтируется,2024-05-30
815,815,Готов к выдаче,2024-08-22
816,816,Ремонтируется,2024-05-15
817,817,Получен клиентом,2024-05-01
818,818,Ремонтируется,2024-08-29
819,819,Ремонтируется,2024-07-14
820,820,Ремонтируется,2024-04-30
821,821,Получен клиентом,2024-09-17
822,822,В очереди,2024-06-03
823,823,Получен клиентом,2024-07-31
824,824,В очереди,2024-06-30
825,825,Ремонтируется,2024-08-23
826,826,Готов к выдаче,2024-09-06
827,827,Готов к выдаче,2024-06-30
828,828,В очереди,2024-05-31
829,829,Готов к выдаче,2024-07-12
830,830,Готов к выдаче,2024-07-13
831,831,Готов к выдаче,2024-08-27
832,832,Готов к выдаче,2024-07-28
833,833,Ремонтируется,2024-06-27
834,834,В очереди,2024-05-08
835,835,Получен клиентом,2024-06-04
836,836,Получен клиентом,2024-05-30
837,837,Готов к выдаче,2024-05-30
838,838,Готов к выдаче,2024-08-18
839,839,В очереди,2024-06-01
840,840,Ремонтируется,2024-07-01
841,841,Готов к выдаче,2024-04-25
842,842,Ремонтируется,2024-08-22
843,843,Ремонтируется,2024-08-18
844,844,Готов к выдаче,2024-04-22
845,845,Ремонтируется,2024-07-30
846,846,Готов к выдаче,2024-07-27
847,847,Ремонтируется,2024-07-05
848,848,Готов к выдаче,2024-08-25
849,849,Ремонтируется,2024-08-12
850,850,Получен клиентом,2024-04-22
851,851,Готов к выдаче,2024-05-10
852,852,Ремонтируется,2024-07-02
853,853,Готов к выдаче,2024-08-10
854,854,Готов к выдаче,2024-08-03
855,855,В очереди,2024-05-18
856,856,В очереди,2024-08-12
857,857,Ремонтируется,2024-09-11
858,858,В очереди,2024-08-21
859,859,Ремонтируется,2024-09-21
860,860,Ремонтируется,2024-08-20
861,861,Готов к выдаче,2024-06-05
862,862,Получен клиентом,2024-06-11
863,863,Получен клиентом,2024-05-16
864,864,Ремонтируется,2024-06-25
865,865,Получен клиентом,2024-04-25
866,866,Получен клиентом,2024-05-20
867,867,Ремонтируется,2024-05-28
868,868,В очереди,2024-08-06
869,869,Получен клиентом,2024-05-09
870,870,В очереди,2024-07-28
871,871,Ремонтируется,2024-09-07
872,872,Готов к выдаче,2024-05-26
873,873,Готов к выдаче,2024-09-12
874,874,В очереди,2024-08-27
875,875,Готов к выдаче,2024-08-26
876,876,В очереди,2024-05-04
877,877,Ремонтируется,2024-05-20
878,878,В очереди,2024-07-20
879,879,Готов к выдаче,2024-06-13
880,880,Готов к выдаче,2024-08-05
881,881,Получен клиентом,2024-07-05
882,882,Ремонтируется,2024-05-07
883,883,Получен клиентом,2024-08-27
884,884,Ремонтируется,2024-07-14
885,885,Готов к выдаче,2024-09-21
886,886,Ремонтируется,2024-06-18
887,887,Получен клиентом,2024-07-26
888,888,Готов к выдаче,2024-08-21
889,889,Ремонтируется,2024-05-26
890,890,В очереди,2024-07-29
891,891,Готов к выдаче,2024-07-18
892,892,Ремонтируется,2024-09-19
893,893,Ремонтируется,2024-07-10
894,894,В очереди,2024-05-25
895,895,Ремонтируется,2024-08-22
896,896,В очереди,2024-07-30
897,897,В очереди,2024-08-28
898,898,В очереди,2024-04-23
899,899,Готов к выдаче,2024-07-23
900,900,Получен клиентом,2024-05-29
901,901,Получен клиентом,2024-07-18
902,902,Ремонтируется,2024-06-25
903,903,Ремонтируется,2024-07-12
904,904,Ремонтируется,2024-05-24
905,905,Готов к выдаче,2024-07-14
906,906,В очереди,2024-08-25
907,907,Ремонтируется,2024-05-05
908,908,В очереди,2024-06-11
909,909,Готов к выдаче,2024-08-13
910,910,В очереди,2024-05-29
911,911,Получен клиентом,2024-06-02
912,912,Готов к выдаче,2024-04-22
913,913,Готов к выдаче,2024-09-03
914,914,В очереди,2024-07-01
915,915,В очереди,2024-06-11
916,916,Ремонтируется,2024-05-02
917,917,Получен клиентом,2024-05-18
918,918,Ремонтируется,2024-06-16
919,919,Ремонтируется,2024-05-24
920,920,Получен клиентом,2024-07-03
921,921,В очереди,2024-06-06
922,922,Ремонтируется,2024-07-11
923,923,Готов к выдаче,2024-08-10
924,924,В очереди,2024-08-06
925,925,В очереди,2024-05-19
926,926,Получен клиентом,2024-09-07
927,927,Получен клиентом,2024-07-06
928,928,Получен клиентом,2024-08-29
929,929,В очереди,2024-06-20
930,930,Получен клиентом,2024-08-30
931,931,Получен клиентом,2024-06-10
932,932,Ремонтируется,2024-07-18
933,933,Готов к выдаче,2024-05-13
934,934,В очереди,2024-08-09
935,935,Получен клиентом,2024-04-23
936,936,Получен клиентом,2024-08-03
937,937,Готов к выдаче,2024-05-23
938,938,Готов к выдаче,2024-06-02
939,939,Получен клиентом,2024-05-29
940,940,Готов к выдаче,2024-07-13
941,941,В очереди,2024-06-30
942,942,В очереди,2024-09-21
943,943,В очереди,2024-07-08
944,944,В очереди,2024-08-30
945,945,Готов к выдаче,2024-08-14
946,946,Ремонтируется,2024-08-25
947,947,В очереди,2024-06-27
948,948,В очереди,2024-05-15
949,949,В очереди,2024-07-10
950,950,Ремонтируется,2024-08-27
951,951,В очереди,2024-06-13
952,952,Ремонтируется,2024-07-23
953,953,Готов к выдаче,2024-04-22
954,954,Получен клиентом,2024-09-19
955,955,Готов к выдаче,2024-05-23
956,956,В очереди,2024-09-03
957,957,Готов к выдаче,2024-04-22
958,958,Ремонтируется,2024-09-16
959,959,Получен клиентом,2024-05-20
960,960,Готов к выдаче,2024-07-10
961,961,Получен клиентом,2024-08-13
962,962,Получен клиентом,2024-05-30
963,963,Готов к выдаче,2024-05-31
964,964,Ремонтируется,2024-09-20
965,965,Ремонтируется,2024-08-10
966,966,Готов к выдаче,2024-08-12
967,967,В очереди,2024-08-03
968,968,В очереди,2024-08-29
969,969,Получен клиентом,2024-09-20
970,970,В очереди,2024-06-15
971,971,В очереди,2024-07-29
972,972,Ремонтируется,2024-05-31
973,973,Ремонтируется,2024-07-07
974,974,Получен клиентом,2024-06-29
975,975,Ремонтируется,2024-06-10
976,976,Получен клиентом,2024-05-15
977,977,Готов к выдаче,2024-08-24
978,978,Ремонтируется,2024-06-28
979,979,Ремонтируется,2024-07-29
980,980,В очереди,2024-08-01
981,981,Ремонтируется,2024-06-03
982,982,Ремонтируется,2024-06-13
983,983,Готов к выдаче,2024-06-27
984,984,Получен клиентом,2024-06-20
985,985,Готов к выдаче,2024-08-18
986,986,В очереди,2024-07-11
987,987,В очереди,2024-07-27
988,988,Готов к выдаче,2024-09-12
989,989,Получен клиентом,2024-09-16
990,990,В очереди,2024-07-05
991,991,Получен клиентом,2024-09-20
992,992,В очереди,2024-05-17
993,993,Готов к выдаче,2024-07-28
994,994,Получен клиентом,2024-08-27
995,995,Ремонтируется,2024-09-18
996,996,В очереди,2024-04-28
997,997,В очереди,2024-06-08
998,998,Получен клиентом,2024-05-30
999,999,Получен клиентом,2024-05-04
1000,1000,Готов к выдаче,2024-08-08
